,imdbid,Scenes_count,Num_turns,Average_score,Variance_score,Complexity_score,sentences,words
183,478311,114,13,0.4151719298245614,0.4458019802646968,97.91,3833,34504
184,457939,81,5,0.5965123456790122,0.2501075872549916,88.53,2916,29282
185,1065073,132,16,0.5530969696969698,0.4195791222635445,97.2,4448,38644
186,94606,179,37,0.1212128491620111,0.4024086176561281,97.3,3266,25686
187,4501454,131,17,0.4508603053435115,0.2741209143021968,96.38,2552,21666
188,120751,133,27,0.0067330827067669,0.4750932231160608,97.5,2883,13882
189,68473,42,9,0.0043095238095237,0.608859343718821,96.28,2104,13268
190,292644,120,22,0.109485,0.4633518219416667,88.84,3060,25578
191,115641,141,19,-0.0800390070921985,0.4208404046486595,98.31,2397,14130
192,5173200,206,28,0.315231067961165,0.3261890973842963,96.79,2948,23114
193,94012,86,12,-0.1765,0.481175081860465,98.51,2136,13860
194,257044,165,24,-0.0243545454545454,0.3777141051460055,98.11,2364,10172
195,1000774,260,31,0.3389657692307692,0.3324932874051775,96.99,3922,26816
196,305793,108,15,-0.3023055555555555,0.4053792416358026,89.14,2303,21010
197,4530422,95,9,-0.5166947368421052,0.3201465268144045,98.01,3172,11146
198,8267604,281,41,-0.1405658362989324,0.3039242472314181,98.41,2002,12148
199,359013,125,18,-0.2163888,0.39578470995456,87.72,2346,12652
200,496424,38,9,0.3115157894736842,0.4490137629085873,88.33,694,6414
201,2663812,157,33,0.1588312101910827,0.4323325204908921,89.75,2409,16364
202,3322940,125,14,0.17124,0.39622702624,88.02,2260,20034
203,414387,133,16,0.3594481203007519,0.4198009384363164,86.71,2658,26176
204,181852,159,25,-0.3756182389937107,0.3665518246358926,89.85,2966,13402
205,250081,59,8,0.1328152542372881,0.4605055379029014,88.63,1139,11408
206,1815862,202,32,-0.3172326732673267,0.408482104477012,89.14,3231,12570
207,4062536,139,21,-0.2038179856115108,0.3148858725542156,98.82,2105,11258
208,69049,105,9,0.3152933333333333,0.3611972196698413,87.01,1387,27654
209,2328900,94,12,0.2360202127659574,0.5376480431020825,97.2,2779,18574
210,82089,154,26,0.1511896103896103,0.383623618982965,97.8,3425,21108
211,175526,149,21,-0.4042557046979865,0.3583974451520201,97.8,2436,10984
212,1560747,123,28,0.0879422764227642,0.4306919765866878,97.5,2446,21848
213,1107319,84,18,0.2819440476190477,0.4755921286550454,96.69,2106,19520
214,2980592,105,13,0.1416971428571428,0.5614653587537415,97.4,2847,15376
215,425055,76,15,0.1819684210526315,0.4007643974238227,98.31,2050,13308
216,40202,45,6,0.2687488888888888,0.4738018091654321,87.72,1375,13534
217,2184339,67,9,-0.2895044776119402,0.5690073660993539,88.94,2246,11682
218,151137,124,22,0.0437951612903225,0.5142094172346515,96.69,2510,30328
219,120184,64,12,-0.0760578125,0.5165466077514649,89.75,3251,21554
220,4669788,77,7,0.4351701298701299,0.4699414953415415,88.63,2996,24806
221,1514045,94,19,0.1287351063829787,0.541001143554776,89.45,2243,22052
222,38661,93,8,0.5719709677419356,0.2408629639958377,97.5,3191,29196
223,458522,123,24,0.2468032520325203,0.5204983516967414,90.26,2513,20344
224,5580036,227,41,0.0205422907488986,0.3526210921321974,97.4,2133,17040
225,1341167,102,20,-0.1199117647058823,0.4859443128027682,96.59,2273,22634
226,399146,98,14,0.0973418367346938,0.5673295220251978,97.2,2822,20456
227,81534,116,17,0.1744224137931034,0.4137990588079667,88.43,2434,15374
228,7211154,59,8,-0.2120372881355931,0.4697932650502728,99.02,1890,10760
229,1758830,114,21,0.2669078947368421,0.5276122349376731,97.8,3387,30290
230,1403177,110,22,-0.2136554545454546,0.4890239199247933,96.59,2867,16608
231,58414,32,3,0.326246875,0.4253880006152343,98.41,1437,11374
232,2802850,53,8,0.2794509433962264,0.593485719480242,96.79,1991,15078
233,268978,182,33,0.1081521978021978,0.3930409993083564,89.75,3198,17650
234,110912,77,14,-0.1496428571428571,0.5848519629684601,96.28,2917,28554
235,884328,23,4,-0.3186521739130435,0.5415092807561437,97.8,2699,19662
236,58150,90,12,0.1773366666666666,0.5111173707666666,88.74,3147,11736
237,112722,104,19,-0.3207798076923077,0.514506553149963,96.99,2931,25082
238,209958,79,14,-0.2854582278481012,0.498482380406986,89.55,2276,11812
239,70379,76,15,0.2328315789473684,0.4870615879501384,89.45,2141,16448
240,2039393,81,12,-0.0118938271604938,0.4781395232952294,87.31,2497,26940
241,4645330,159,21,0.2177226415094339,0.4036071053993117,87.52,2898,28336
242,6304162,114,10,0.0258070175438596,0.3153007246875962,97.7,1642,15154
243,1458175,355,37,-0.0811414084507042,0.2435586767923824,97.8,2675,12922
244,372532,104,12,0.4629413461538462,0.3424531272328032,96.69,2462,17484
245,63350,5,0,-0.7919599999999999,0.1570377783999999,96.08,1673,15918
246,2396589,118,19,0.1529737288135592,0.5987407251572824,97.3,3037,21324
247,5294518,63,11,0.0482301587301587,0.6550708021063241,97.7,2541,13928
248,34266,164,24,-0.0497103658536585,0.4471873394657198,82.44,1643,20328
249,88936,114,14,-0.2287166666666666,0.3781993061257309,97.91,1910,8314
250,120784,107,17,-0.1682981308411215,0.4286077278469734,98.31,2366,12210
251,120689,76,10,-0.3590407894736842,0.474677842678324,97.5,3085,25180
252,29947,187,33,0.010763101604278,0.4297819750556207,88.63,3702,32320
253,120844,157,24,-0.0087936305732484,0.3328410794498763,79.87,1264,18662
254,2562232,57,10,0.0162105263157894,0.6094845342751615,97.8,3228,21368
255,120890,130,20,0.0210338461538461,0.4381807983928994,97.4,2702,19292
256,100935,175,37,-0.1099954285714286,0.4759116349505306,96.79,2589,26768
257,251736,79,16,-0.1608898734177215,0.5792120290113763,96.99,2114,18804
258,1091191,104,16,-0.3042288461538461,0.4447758783986686,97.91,3251,13370
259,107048,110,18,0.1515099999999999,0.4652175036272727,96.89,2502,19786
260,43265,209,38,-0.0776291866028708,0.4313580911577115,96.18,3088,21484
261,817228,151,27,-0.1570298013245032,0.3772287251383711,98.11,2396,11262
262,93409,109,22,0.0262605504587155,0.5090808157831832,97.91,3110,16256
263,304141,140,25,-0.0178107142857142,0.4478187828137754,89.14,3141,18018
264,2278388,76,14,-0.0370434210526315,0.5682948042988226,78.75,2802,19304
265,93010,160,20,0.1326187499999999,0.3997888592734375,97.91,2665,19150
266,310924,160,25,-0.1276925,0.41284476481875,97.3,3028,19676
267,34583,34,6,0.2914411764705882,0.4237090000692042,88.53,2793,25152
268,67328,82,16,0.1613121951219512,0.4933768796073766,95.98,2132,19872
269,4080956,170,20,-0.5408729411764706,0.2576808262089965,99.02,2315,6844
270,5960374,71,15,0.120094366197183,0.5018519348978379,86.4,1805,21152
271,88846,151,24,-0.0563013245033112,0.4992148417201,88.43,3276,20708
272,183523,86,14,0.1625313953488372,0.5877068070375879,89.24,2926,16594
273,5662022,56,7,0.5463214285714286,0.3349909595408163,98.01,2835,20834
274,5691670,133,22,0.2831187969924811,0.4478455905489287,88.84,3721,18264
275,93822,32,6,-0.041265625,0.6523303072558594,96.59,2181,15318
276,37549,49,10,0.2463836734693877,0.551946557692628,94.86,2093,16414
277,3513548,171,25,0.0023584795321637,0.4596804259368695,97.2,2671,20866
278,85404,256,44,-0.070975390625,0.4100711615428162,88.13,3006,24154
279,5362988,61,12,-0.1255163934426229,0.580341953173878,96.99,2744,17524
280,1060277,141,16,-0.5565092198581562,0.318590040978824,95.67,1917,15216
281,6966692,116,14,0.2328620689655172,0.4242284504577883,96.99,2407,19770
282,120347,196,23,-0.1004515306122449,0.3856127111711266,87.72,3088,24260
283,91419,95,18,0.1074452631578947,0.5344045732144045,86.4,2410,26930
284,1817273,212,33,0.0312009433962264,0.4161986719802421,97.3,3437,21648
285,2333804,40,8,-0.2689549999999999,0.565065756475,89.95,2531,14234
286,264796,116,19,0.1101948275862069,0.5339063034215219,98.11,2847,19658
287,6343314,119,15,0.1103336134453781,0.5019623139961867,95.77,2297,17506
288,5606664,145,28,0.0114406896551724,0.5955918937236624,97.8,3599,21946
289,105151,118,23,0.0024491525423728,0.422388694194197,97.2,2905,23562
290,118688,207,38,-0.0106830917874396,0.3279856115498611,89.24,2601,14968
291,118655,101,12,0.0572801980198019,0.4759896275286735,88.43,2233,17864
292,1839492,121,11,0.4406264462809917,0.3372822816146438,97.7,2636,19510
293,472062,77,17,0.1222688311688312,0.6193299268207118,85.99,2284,31268
294,1078912,55,6,0.5720472727272728,0.2642512032198347,87.92,2559,23522
295,402057,138,27,-0.2265528985507246,0.4699147765495693,98.21,2143,15036
296,109040,115,23,0.0463669565217391,0.4854367912559546,88.63,2183,14508
297,945513,33,4,-0.4941969696969697,0.441507259687787,89.85,3311,17160
298,94291,138,18,0.2128985507246377,0.3994274652152909,87.42,2523,33602
299,6499752,123,21,-0.1341024390243902,0.4480147299940511,97.2,2653,16660
300,51201,63,11,0.188195238095238,0.5311809975963718,85.39,2615,34400
301,103312,72,12,0.2410472222222221,0.496472418603395,98.01,2055,14024
302,298388,4,1,0.276175,0.624117891875,88.63,2069,19876
303,438488,95,14,-0.2538968421052632,0.5042146786216066,88.94,2102,10394
304,330373,113,15,0.0209539823008849,0.5110680830151146,88.43,2653,20770
305,37884,33,7,0.201330303030303,0.6148018057483929,97.8,2,2
306,187078,134,20,-0.1110910447761194,0.4876491218601024,97.8,2507,22000
307,1284575,89,15,0.3454831460674157,0.4507043510642595,88.53,2640,19280
308,91080,56,6,-0.5944607142857142,0.2655232084566326,89.65,1988,9776
309,2582802,117,18,0.1642051282051282,0.3963382698882315,96.69,2696,17384
310,119395,170,24,0.0362670588235294,0.4125465627972319,87.62,2268,20396
311,1844624,74,12,-0.0264972972972972,0.5336521199926952,88.63,1529,11154
312,99785,268,32,-0.0402611940298507,0.2813248257329027,97.8,2707,12184
313,3741834,192,30,0.1635432291666666,0.4566992579749891,89.45,3035,12592
314,1315981,89,9,0.3017348314606742,0.4188162690114884,96.38,1780,13290
315,102685,102,17,-0.0320941176470588,0.5827445631026528,97.6,3624,16262
316,111931,154,29,0.0591428571428571,0.5282049873840445,97.7,3102,13832
317,847214,72,15,0.2185680555555555,0.5046830416184414,97.4,2332,10462
318,1059741,138,15,0.339518115942029,0.4060110009036966,97.7,3049,23350
319,213149,241,34,-0.058709958506224,0.4591702051290439,88.53,2760,18668
320,230600,23,1,0.8147434782608698,0.1620762920226843,97.5,2454,21142
321,64665,141,20,0.1929134751773049,0.4441044971943061,96.69,1725,14824
322,77394,90,18,-0.0910522222222222,0.4321921720506173,87.72,1932,14288
323,114924,136,23,0.2820698529411765,0.3463936031352725,98.01,2887,17192
324,94812,118,18,-0.2219101694915254,0.5116830049813272,95.88,2395,20962
325,114814,137,18,-0.2296474452554744,0.3587434401577068,97.09,2645,24392
326,42609,95,7,0.4097242105263158,0.3025203226770083,88.02,1910,19116
327,198781,87,17,0.1157862068965517,0.5132479004994055,98.11,3015,17236
328,1220628,109,20,-0.0727477064220183,0.5365716219442808,96.48,2204,21970
329,457430,94,20,-0.1256308510638298,0.51502772362268,97.09,1607,8546
330,115734,61,13,0.1917016393442622,0.5986666519645256,98.62,3170,15978
331,265662,225,36,0.3103702222222222,0.2680739455577284,97.2,2219,20170
332,8404614,134,24,0.1865425373134328,0.4760574924443083,79.87,2798,27816
333,106364,108,19,0.1820629629629629,0.4361717001097394,97.5,2277,10872
334,3172532,118,25,0.1917864406779661,0.5534374133754668,97.7,2673,18480
335,335266,92,15,0.4070771739130434,0.3070765474137523,97.2,1262,8028
336,1189340,143,27,-0.0632230769230769,0.4523533381387842,96.89,2605,26482
337,2419232,268,46,0.0628093283582089,0.3804486539801459,97.3,2144,14304
338,1124035,84,16,0.1632464285714285,0.4352978929634353,88.84,1739,21398
339,910970,67,12,-0.0237029850746268,0.5027649310358654,81.7,2812,7172
340,432291,143,18,-0.1427741258741259,0.4139378473724877,97.7,2083,12564
341,167260,65,12,-0.1885353846153846,0.5619942029017753,89.34,1820,8236
342,112462,170,28,-0.0717582352941176,0.403936892667474,89.65,2996,15282
343,91276,288,34,0.0123041666666666,0.2330777328993055,78.96,1521,14030
344,418206,42,3,0.4957547619047619,0.3143057453344671,88.63,2077,16976
345,418819,95,14,-0.4510536842105263,0.3305171382759002,98.41,2584,10694
346,219699,83,17,-0.0056409638554216,0.5441525402496733,95.57,2084,20438
347,7280898,273,45,-0.2795721611721611,0.3275547271370875,89.45,3184,22688
348,47985,101,13,-0.3847168316831683,0.3955969602117439,98.01,2255,18146
349,120591,200,27,0.0544695,0.49553109681975,89.04,3287,19974
350,81398,80,17,0.10371625,0.6109124246109375,97.4,2599,22936
351,266452,104,19,0.3334980769230768,0.5039714601886095,88.63,2815,21730
352,116908,140,22,-0.3507535714285714,0.4524629273443877,97.3,3843,20322
353,113131,50,11,0.18061,0.4250980569,87.82,1497,13228
354,119488,149,30,-0.0392926174496644,0.4830642934354309,89.34,3330,22484
355,8946378,111,18,0.1222855855855855,0.503052252044477,86.6,2709,24270
356,699285,192,25,-0.1775307291666666,0.3693110023369683,88.84,3185,13442
357,7040874,182,35,0.1953626373626373,0.4415362505820552,97.4,3968,32858
358,226771,109,17,-0.1965055045871559,0.393293770428415,88.13,1987,24680
359,1843323,138,21,-0.1681927536231884,0.4387891437156059,97.7,2853,17566
360,409847,101,14,-0.3916326732673267,0.391136159427507,97.2,2527,15760
361,221928,120,22,-0.0233474999999999,0.42236240949375,89.04,2183,13274
362,272338,84,18,0.2229083333333334,0.3811807905257937,96.08,1522,16862
363,1596345,174,23,0.1711816091954023,0.3836952483974105,88.94,2763,18830
364,89886,139,20,0.3521273381294964,0.3845039323461519,88.63,2681,26282
365,4034228,156,17,0.2789128205128205,0.420583562399737,97.6,2900,23882
366,3387520,97,16,-0.3273948453608247,0.4611966423445637,97.8,2599,15138
367,2076822,125,20,-0.3274152,0.4295668580889601,98.11,2917,12334
368,110148,113,17,-0.1633070796460177,0.5664952601268698,98.01,2702,18728
369,401997,99,14,0.0905111111111111,0.2846967807856341,88.33,990,6832
370,92455,128,18,-0.1480046875,0.3598130806030274,88.33,2415,16258
371,711844,101,17,-0.095029702970297,0.4128168399098127,98.11,2356,15230
372,5308322,66,10,-0.3813166666666666,0.4964028932070707,97.6,2284,13086
373,93209,82,14,0.4055634146341464,0.514456293051755,98.41,2539,11844
